time,map,reduce,total,replication,blocksize,dimension,reduce_started,reducers,reduce_buffer_io,workload,reduce_started,shuffle,maps
1459361774,0,0,0,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361790,1,0,1,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361792,3,0,3,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361795,4,0,4,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361797,5,0,5,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361804,6,0,6,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361812,7,0,7,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361813,8,0,8,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361817,9,0,9,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361819,10,0,10,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361823,11,0,11,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361826,12,0,12,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361833,14,0,14,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361837,15,0,15,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361840,16,0,16,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361842,17,0,17,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361845,18,0,18,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361847,19,0,19,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361851,20,0,20,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361856,22,0,22,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361859,23,0,23,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361863,24,0,24,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361867,25,0,25,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361870,26,0,26,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361873,27,0,27,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361876,28,0,28,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361879,29,0,29,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361886,30,0,30,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361889,31,0,31,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361892,32,0,32,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361898,33,0,33,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361901,34,0,34,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361904,35,0,35,4,134217728,500000000,35,24,200,74657261736,0,0,3
1459361910,36,0,36,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361916,37,0,37,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361919,39,0,39,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361923,40,0,40,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361926,41,0,41,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361933,42,0,42,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361934,42,1,43,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361938,43,2,45,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361945,43,3,46,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361948,43,4,47,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361949,44,4,48,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361960,44,5,49,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361964,45,5,50,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361965,45,6,51,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361975,46,6,52,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361977,46,7,53,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361991,47,7,54,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459361995,48,7,55,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362001,49,7,56,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362012,49,8,57,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362013,50,8,58,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362019,51,8,59,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362026,52,9,61,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362038,53,9,62,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362051,53,10,63,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362053,54,10,64,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362065,55,10,65,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362072,56,10,66,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362080,57,11,68,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362087,58,11,69,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362094,59,11,70,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362098,60,11,71,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362102,60,12,72,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362108,61,12,73,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362114,62,12,74,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362123,62,13,75,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362130,63,13,76,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362143,64,13,77,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362145,64,14,78,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362154,65,14,79,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362158,66,14,80,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362163,67,14,81,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362172,68,14,82,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362178,69,15,84,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362186,70,15,85,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362194,71,15,86,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362201,72,15,87,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362202,72,16,88,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362211,73,16,89,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362220,74,16,90,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362233,75,16,91,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362237,76,16,92,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362241,77,16,93,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362242,77,17,94,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362249,78,17,95,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362255,79,17,96,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362265,80,17,97,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362272,81,17,98,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362273,81,18,99,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362284,82,18,100,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362294,83,18,101,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362305,84,18,102,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362311,85,18,103,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362314,86,19,105,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362321,87,19,106,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362328,88,19,107,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362331,89,19,108,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362336,89,20,109,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362338,90,20,110,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362341,91,20,111,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362349,92,20,112,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362352,93,20,113,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362354,93,21,114,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362359,94,21,115,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362365,95,21,116,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362370,96,21,117,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362376,97,21,118,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362379,97,22,119,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362382,98,22,120,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362386,99,22,121,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362391,99,23,122,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362394,100,23,123,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362398,100,24,124,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362403,100,26,126,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362407,100,36,136,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362409,100,39,139,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362410,100,40,140,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362411,100,41,141,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362412,100,42,142,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362415,100,45,145,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362418,100,49,149,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362421,100,50,150,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362424,100,51,151,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362431,100,52,152,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362438,100,53,153,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362449,100,54,154,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362453,100,55,155,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362464,100,56,156,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362473,100,57,157,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362486,100,58,158,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362496,100,59,159,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362503,100,60,160,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362515,100,61,161,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362530,100,62,162,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362545,100,63,163,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362556,100,64,164,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362566,100,65,165,4,134217728,500000000,35,24,200,74657261736,1,1,3
1459362581,100,66,166,4,134217728,500000000,35,24,200,74657261736,1,0,3
1459362593,100,67,167,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362607,100,68,168,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362621,100,69,169,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362629,100,70,170,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362644,100,71,171,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362653,100,72,172,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362659,100,73,173,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362662,100,74,174,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362682,100,75,175,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362702,100,76,176,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362710,100,77,177,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362713,100,78,178,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362714,100,79,179,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362720,100,80,180,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362723,100,83,183,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362736,100,84,184,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362749,100,85,185,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362761,100,86,186,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362771,100,87,187,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362774,100,88,188,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362792,100,89,189,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362807,100,90,190,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362820,100,91,191,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362829,100,92,192,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362837,100,93,193,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362845,100,94,194,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362852,100,95,195,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362862,100,96,196,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362874,100,97,197,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362886,100,98,198,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362900,100,99,199,4,134217728,500000000,35,24,200,74657261736,1,2,3
1459362920,100,100,200,4,134217728,500000000,35,24,200,74657261736,1,2,3
